# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "reference/GCF_000484505.2_ASM48450v2_genomic.gtf" "-o" "counts/gene_counts.txt" "bam_files/SRR23426208.bam" "bam_files/SRR23426209.bam" "bam_files/SRR23426210.bam" "bam_files/SRR23426211.bam" "bam_files/SRR23426212.bam" "bam_files/SRR23426213.bam" "bam_files/SRR23426214.bam" "bam_files/SRR23426215.bam" "bam_files/SRR23426216.bam" "bam_files/SRR23426217.bam" "bam_files/SRR23426218.bam" "bam_files/SRR23426219.bam" "bam_files/SRR23426220.bam" "bam_files/SRR23426221.bam" "bam_files/SRR23426222.bam" 
Geneid	Chr	Start	End	Strand	Length	bam_files/SRR23426208.bam	bam_files/SRR23426209.bam	bam_files/SRR23426210.bam	bam_files/SRR23426211.bam	bam_files/SRR23426212.bam	bam_files/SRR23426213.bam	bam_files/SRR23426214.bam	bam_files/SRR23426215.bam	bam_files/SRR23426216.bam	bam_files/SRR23426217.bam	bam_files/SRR23426218.bam	bam_files/SRR23426219.bam	bam_files/SRR23426220.bam	bam_files/SRR23426221.bam	bam_files/SRR23426222.bam
CAETHG_RS00990	NC_022592.1	211060	213090	-	2031	587	432	569	820	512	786	1084	534	435	551	589	821	666	450	745
CAETHG_RS00995	NC_022592.1	213302	214579	-	1278	438	402	407	292	238	286	364	277	455	229	294	340	224	249	332
CAETHG_RS01000	NC_022592.1	214658	214900	-	243	2197	1522	5360	3507	2038	3471	3116	3899	1910	2756	7349	1774	1805	2554	2552
CAETHG_RS01005	NC_022592.1	214950	215885	-	936	1233	1315	1481	958	1043	1237	1053	923	1398	1049	1380	1304	964	892	1185
CAETHG_RS01010	NC_022592.1	215894	217723	-	1830	1876	2114	1957	1475	1398	1518	1597	1184	2070	1106	1321	1739	1242	1009	1664
CAETHG_RS01015	NC_022592.1	217750	220425	-	2676	2193	2409	1950	1232	1211	1295	1477	1193	2243	1045	1141	1829	968	784	1512
CAETHG_RS01020	NC_022592.1	220442	221785	-	1344	2347	2345	1854	1264	1161	1402	1369	1012	1953	970	1348	1451	1063	1125	1449
CAETHG_RS01025	NC_022592.1	221939	222376	-	438	4	29	24	40	31	12	7	55	9	566	1098	254	41	78	11
CAETHG_RS01030	NC_022592.1	222825	224009	+	1185	19124	24199	20709	16038	11966	15373	14721	14616	23536	7461	8509	14338	9414	7107	14711
CAETHG_RS01035	NC_022592.1	224065	224220	+	156	1749	2442	1745	1339	1119	1291	1185	1215	1905	957	1200	1385	1013	701	1320
CAETHG_RS01040	NC_022592.1	224281	225477	+	1197	12727	16364	12962	10712	8504	10410	9743	8690	16354	5596	6952	9646	6518	5088	9386
CAETHG_RS01045	NC_022592.1	225499	226386	-	888	2063	2028	3297	2314	2028	2331	2003	2136	1945	2693	4164	3043	2120	2222	2396
CAETHG_RS01050	NC_022592.1	226485	226865	-	381	2453	2309	3957	3431	2374	3115	3032	3021	2663	3946	5284	4495	2705	3176	3015
CAETHG_RS01055	NC_022592.1	227086	228999	-	1914	8012	8096	12335	10178	7415	9016	8733	8692	8632	8989	10075	12438	8695	9177	9627
CAETHG_RS01060	NC_022592.1	229019	229684	-	666	1552	1564	2467	1901	1331	1837	1834	1571	1859	1400	1976	2021	1584	1740	1899
CAETHG_RS01065	NC_022592.1	229814	231040	-	1227	2719	2319	3386	2343	2050	3255	3086	2243	2854	2003	2796	2714	2394	2599	3199
CAETHG_RS01070	NC_022592.1	231127	232002	-	876	2787	2512	3951	2819	2297	3820	3076	2563	3150	2422	3283	2859	2569	3246	3417
CAETHG_RS01075	NC_022592.1	232175	232888	-	714	266	254	470	218	265	374	356	295	379	383	620	757	130	152	259
CAETHG_RS01080	NC_022592.1	233027	234424	-	1398	4894	4276	6954	5067	4084	6001	5498	4524	5040	3940	5361	4188	3846	4248	5597
CAETHG_RS01085	NC_022592.1	234674	235255	+	582	3428	2630	4561	2912	2734	3959	2968	2315	3546	2184	3608	2017	2291	3222	3968
CAETHG_RS01090	NC_022592.1	235371	236204	-	834	2656	2756	4286	2868	2698	3435	2781	2458	2948	3155	3975	3107	1912	2191	2349
CAETHG_RS01095	NC_022592.1	236451	237206	+	756	823	776	968	668	802	830	608	578	678	1071	1488	1044	640	696	750
CAETHG_RS01100	NC_022592.1	237281	237883	-	603	1315	1200	1933	1346	964	1541	1197	1160	1222	1251	2421	1122	846	1188	1219
CAETHG_RS01105	NC_022592.1	238125	239144	+	1020	449	446	558	434	279	508	383	282	411	349	549	315	321	399	419
CAETHG_RS01110	NC_022592.1	239180	241174	-	1995	51	54	120	110	124	134	91	77	109	306	390	245	61	60	74
CAETHG_RS01115	NC_022592.1	241332	241970	-	639	46	45	151	97	72	136	113	119	141	128	190	147	73	44	100
CAETHG_RS01120	NC_022592.1	242178	243581	-	1404	92	119	398	387	307	477	430	306	358	395	482	398	249	252	227
CAETHG_RS01125	NC_022592.1	243967	245490	-	1524	274	145	314	200	238	283	225	197	325	200	221	273	161	130	248
CAETHG_RS01130	NC_022592.1	245562	246815	-	1254	129	97	147	143	97	141	152	118	124	77	101	117	102	76	121
CAETHG_RS01135	NC_022592.1	247033	249060	-	2028	20	28	63	80	67	87	104	44	53	90	113	69	61	38	51
CAETHG_RS01140	NC_022592.1	249396	251204	+	1809	1137	1029	1951	1075	870	1544	1354	978	1278	779	1161	781	857	960	1189
CAETHG_RS01145	NC_022592.1	251318	252427	+	1110	297	253	819	389	343	490	475	367	566	347	434	397	265	291	324
CAETHG_RS01150	NC_022592.1	252501	253397	-	897	245	401	189	88	262	156	260	122	391	179	267	205	142	110	171
CAETHG_RS01155	NC_022592.1	253638	254810	-	1173	12137	18078	7666	3754	9436	7002	12423	4479	20286	3607	4109	4424	4532	3734	9449
CAETHG_RS01160	NC_022592.1	254823	255677	-	855	6979	10546	4002	1948	5447	3476	6261	2193	10691	1874	1887	2141	2064	1532	4521
CAETHG_RS01165	NC_022592.1	255715	256935	-	1221	9122	12555	4575	2174	6439	4582	7385	2522	12617	1837	2009	2148	2255	1485	4505
CAETHG_RS01170	NC_022592.1	257039	258073	-	1035	6787	8479	3076	1471	4116	3055	4926	1580	8553	1075	1358	1049	1220	1085	3084
CAETHG_RS01175	NC_022592.1	258319	261561	-	3243	231	266	411	253	247	254	313	238	336	196	377	323	199	225	271
CAETHG_RS01180	NC_022592.1	261832	262386	-	555	25	44	174	122	58	55	223	85	74	147	192	131	124	71	60
CAETHG_RS01185	NC_022592.1	262622	264034	-	1413	238	237	1127	674	381	381	1758	534	392	306	351	425	758	427	457
CAETHG_RS01190	NC_022592.1	264062	265270	-	1209	161	128	780	468	259	252	1195	397	272	217	215	268	480	258	363
CAETHG_RS01195	NC_022592.1	265471	266259	-	789	86	84	479	273	129	160	720	207	190	132	153	143	348	160	227
CAETHG_RS01200	NC_022592.1	266297	267571	-	1275	137	105	715	410	206	199	1068	268	280	178	222	222	472	241	324
CAETHG_RS01205	NC_022592.1	267601	269127	-	1527	72	44	358	191	99	120	476	151	139	115	135	121	236	157	200
CAETHG_RS01210	NC_022592.1	269423	270121	-	699	978	1094	1160	899	939	1008	785	786	1174	1383	1882	1489	753	984	850
CAETHG_RS01215	NC_022592.1	270169	270798	-	630	1168	1375	1447	1010	1058	1144	929	856	1302	1517	1862	1680	871	1086	1019
CAETHG_RS01220	NC_022592.1	270872	271597	-	726	1075	1313	1200	912	948	1035	886	738	1127	1370	1783	1582	777	893	932
CAETHG_RS01225	NC_022592.1	271784	272011	+	228	1014	726	714	608	507	642	454	336	526	581	577	662	407	453	829
CAETHG_RS01230	NC_022592.1	272049	273815	+	1767	2487	1818	1675	964	1321	1513	894	867	1436	1600	1602	1759	816	953	1421
CAETHG_RS01235	NC_022592.1	273830	273991	+	162	73	68	38	24	47	37	37	37	35	72	152	69	22	21	55
CAETHG_RS01240	NC_022592.1	274000	274377	-	378	1732	1720	4649	3485	2910	4051	3332	3390	2647	3957	7665	3016	2744	3418	3114
CAETHG_RS01245	NC_022592.1	274465	275262	-	798	2196	2267	3492	2351	1965	2684	2342	2052	2907	1666	1996	2070	1821	1863	2588
CAETHG_RS01250	NC_022592.1	275334	277028	-	1695	5333	5879	6134	4173	3968	4742	4403	3959	6413	3141	2867	4225	3566	3038	5235
CAETHG_RS01255	NC_022592.1	277094	278080	-	987	2451	2493	2580	1823	1851	2023	1919	1678	2841	1372	1464	1781	1493	1390	2338
CAETHG_RS01260	NC_022592.1	278424	279794	-	1371	2629	2455	2605	1598	2172	2147	1513	1525	2352	3050	4106	3783	2007	2529	4711
CAETHG_RS01265	NC_022592.1	279849	280925	-	1077	2023	1935	1957	1090	1672	1565	1003	1042	1683	2121	2483	2409	1458	1769	3562
CAETHG_RS01270	NC_022592.1	280976	281764	-	789	1267	870	959	483	613	729	592	487	930	904	1118	1129	736	732	1825
CAETHG_RS01275	NC_022592.1	281766	282569	-	804	716	545	532	304	406	372	281	268	494	443	554	616	389	432	1023
CAETHG_RS20675	NC_022592.1	282631	283278	-	648	1031	884	687	351	480	478	362	340	571	690	796	712	559	724	1517
CAETHG_RS20680	NC_022592.1	283314	283742	-	429	657	558	456	276	324	395	280	222	391	520	586	509	302	626	1061
CAETHG_RS01285	NC_022592.1	283990	285405	-	1416	293	355	483	329	392	412	240	281	404	987	1699	672	248	329	358
CAETHG_RS01290	NC_022592.1	285389	285874	-	486	133	89	146	66	72	93	68	63	79	117	146	80	48	89	137
CAETHG_RS01295	NC_022592.1	286072	286350	+	279	1661	1310	1665	1458	1186	1856	1308	1167	1049	3975	8053	3728	1816	2026	2219
CAETHG_RS01300	NC_022592.1	286896	287246	-	351	583	575	835	482	469	611	479	452	663	884	895	672	394	470	585
CAETHG_RS01305	NC_022592.1	287195	287803	-	609	874	955	1320	818	735	959	810	639	1019	1233	1326	1033	699	695	861
CAETHG_RS01310	NC_022592.1	288203	289666	-	1464	3389	1835	1727	6183	5429	8675	4173	5743	2380	8146	8163	9647	5132	4198	3665
CAETHG_RS01315	NC_022592.1	290078	291898	-	1821	3287	3466	5082	3527	3024	4200	3064	2879	3796	3578	3922	3964	2704	3252	3311
CAETHG_RS01320	NC_022592.1	291935	292366	-	432	1688	1707	2831	2000	1474	2356	1642	1520	1630	2389	3253	2210	1551	2033	1870
CAETHG_RS01325	NC_022592.1	292571	292933	-	363	67	665	139	457	1447	808	71	563	148	10045	18846	4567	1276	1712	261
CAETHG_RS01330	NC_022592.1	293155	293481	+	327	1117	651	2380	1649	841	1179	1241	1922	789	2145	5915	1284	717	896	796
CAETHG_RS01335	NC_022592.1	293532	293732	-	201	250	9921	789	5772	14336	4920	613	7786	1115	109989	255196	39424	15220	30090	1746
CAETHG_RS01340	NC_022592.1	293979	294818	+	840	1058	760	1177	652	603	975	845	576	929	428	729	431	515	607	1059
CAETHG_RS01345	NC_022592.1	294875	296275	-	1401	3519	2963	2992	2270	2417	3177	2604	2231	2867	1862	2388	2092	2590	2564	3645
CAETHG_RS01350	NC_022592.1	296479	297420	-	942	72	156	159	150	80	130	103	133	168	228	301	428	102	77	116
CAETHG_RS01355	NC_022592.1	297440	298114	-	675	52	79	73	63	52	69	31	58	70	170	168	256	34	22	48
CAETHG_RS01360	NC_022592.1	298131	299063	-	933	119	166	95	181	167	177	132	132	187	337	434	625	97	65	105
CAETHG_RS01365	NC_022592.1	299088	300161	-	1074	62	122	86	73	99	90	60	95	156	239	296	422	59	42	85
CAETHG_RS01370	NC_022592.1	300184	301782	-	1599	126	157	102	118	118	129	73	87	197	373	495	656	77	63	109
CAETHG_RS01375	NC_022592.1	301966	303594	-	1629	686	670	828	754	488	639	590	495	630	745	1173	1189	509	532	796
CAETHG_RS01380	NC_022592.1	303628	304566	-	939	525	485	656	519	352	440	490	507	546	481	648	890	363	442	602
CAETHG_RS01385	NC_022592.1	304822	305367	-	546	2328	2336	2684	1887	1791	2437	2001	1543	2087	1618	1989	1666	1982	2681	2475
CAETHG_RS01390	NC_022592.1	305360	306280	-	921	1964	2197	2387	1908	1768	2265	1840	1585	2054	1935	2337	1896	1851	2420	2197
CAETHG_RS01395	NC_022592.1	306292	306474	-	183	524	545	598	466	479	609	465	407	463	646	808	521	495	634	634
CAETHG_RS01400	NC_022592.1	306832	306996	+	165	397	371	959	448	203	249	233	572	240	312	867	114	229	434	291
CAETHG_RS01405	NC_022592.1	307216	308115	+	900	595	561	1693	736	496	603	591	633	987	644	1193	721	367	347	474
CAETHG_RS01410	NC_022592.1	308142	309311	-	1170	9322	8852	8469	6547	6806	10307	7414	4730	7215	4508	5159	5454	7892	8840	9524
CAETHG_RS01415	NC_022592.1	309479	311776	-	2298	971	957	1144	695	740	745	791	645	902	777	904	920	653	647	777
CAETHG_RS01420	NC_022592.1	311978	312448	+	471	1715	1807	2351	1769	1558	2083	1631	1319	2037	1721	2105	1924	1302	1816	1720
CAETHG_RS20515	NC_022592.1	312475	312606	-	132	594	534	779	560	501	678	568	364	720	489	639	595	462	489	537
CAETHG_RS01425	NC_022592.1	312909	312987	+	79	335	355	516	329	338	370	270	292	396	406	734	338	296	417	366
CAETHG_RS01430	NC_022592.1	313031	313204	+	174	556	762	1025	685	933	727	483	701	676	1818	3086	944	673	1095	648
CAETHG_RS01435	NC_022592.1	313311	313712	-	402	1350	1200	1472	1018	1203	1424	1054	893	1220	1714	2589	1149	1144	1479	1398
CAETHG_RS01440	NC_022592.1	313763	314071	-	309	198	209	225	167	226	195	129	140	176	306	288	211	169	170	186
CAETHG_RS01445	NC_022592.1	314097	315808	-	1712	749	936	1066	595	818	848	694	639	813	1192	1355	1003	788	753	785
CAETHG_RS01450	NC_022592.1	315839	316363	-	525	440	640	581	337	477	484	297	312	311	1142	1183	765	518	559	552
CAETHG_RS01455	NC_022592.1	316458	317162	-	705	939	1174	1122	818	1286	1164	849	775	990	2062	2249	1858	1037	1150	985
CAETHG_RS01460	NC_022592.1	317203	318510	-	1308	240	458	264	229	652	458	192	339	218	911	1344	739	489	444	256
CAETHG_RS01465	NC_022592.1	318631	319194	-	564	1356	1246	1273	949	968	1473	1081	718	1252	758	1125	694	888	1298	1391
CAETHG_RS01470	NC_022592.1	319356	320693	+	1338	585	737	680	209	402	357	328	259	762	317	429	479	126	129	343
CAETHG_RS01475	NC_022592.1	320794	321255	-	462	5143	6622	3258	1993	2092	2751	2648	1891	4608	1174	1448	1296	959	1195	3413
CAETHG_RS01480	NC_022592.1	321277	322482	-	1206	9955	12608	6315	3762	4822	5269	4955	3386	9085	1978	1614	2345	2000	2214	6123
CAETHG_RS01485	NC_022592.1	322553	322726	-	174	1002	1156	634	330	427	547	508	396	872	180	221	232	198	247	643
CAETHG_RS01490	NC_022592.1	322761	323414	-	654	6739	8449	3871	2128	2894	3169	3261	1913	5604	1170	1082	1587	1458	1296	4529
CAETHG_RS01495	NC_022592.1	323430	324548	-	1119	6012	7788	3643	2025	2811	3100	2877	1881	5018	986	947	1417	1235	1305	4162
CAETHG_RS01500	NC_022592.1	324932	326587	-	1656	101	98	116	118	125	141	114	97	133	165	161	138	104	89	105
CAETHG_RS01505	NC_022592.1	326608	327099	-	492	19	19	14	10	8	13	17	7	11	31	35	19	21	6	20
CAETHG_RS01510	NC_022592.1	327128	329113	-	1986	81	90	137	65	146	96	78	54	98	183	249	169	79	83	109
CAETHG_RS01515	NC_022592.1	329139	329501	-	363	11	16	33	20	36	16	11	14	22	47	104	58	12	18	17
CAETHG_RS01520	NC_022592.1	329800	330006	-	207	72	355	133	244	570	347	45	360	78	2758	6466	1163	439	707	93
CAETHG_RS01525	NC_022592.1	330103	331167	-	1065	416	351	412	151	177	217	305	254	312	112	121	121	95	93	327
CAETHG_RS01530	NC_022592.1	331170	331856	-	687	1440	1175	1491	643	508	857	1093	942	616	285	591	393	483	609	1194
CAETHG_RS01535	NC_022592.1	331883	332704	-	822	1791	1497	2108	971	702	997	1540	1260	863	380	538	582	595	716	1728
CAETHG_RS01540	NC_022592.1	333206	334888	-	1683	1362	1441	1026	725	901	1193	904	681	1211	828	1000	768	935	895	1479
CAETHG_RS01545	NC_022592.1	334920	335393	-	474	237	198	145	122	128	211	163	113	187	129	155	148	150	111	230
CAETHG_RS01550	NC_022592.1	335613	336545	+	933	1302	984	792	685	708	1001	870	464	760	504	519	597	942	946	2233
CAETHG_RS01555	NC_022592.1	336741	337916	+	1176	44250	40041	29966	26048	30984	40000	31304	19998	45535	31090	31693	43049	30818	25572	28325
CAETHG_RS01560	NC_022592.1	338423	338782	-	360	136	131	579	404	220	341	286	383	341	191	274	258	303	231	322
CAETHG_RS01565	NC_022592.1	338785	339459	-	675	231	171	822	667	327	518	468	620	541	311	400	475	419	354	578
CAETHG_RS01570	NC_022592.1	339883	340851	-	969	1158	1262	1812	1392	883	1104	1125	1257	1184	565	833	940	881	980	1339
CAETHG_RS01575	NC_022592.1	340865	341572	-	708	723	647	1137	966	418	763	731	989	710	434	712	768	535	590	767
CAETHG_RS01580	NC_022592.1	341591	342343	-	753	173	161	3203	2486	414	734	862	2572	354	1089	2307	1569	647	680	505
CAETHG_RS01585	NC_022592.1	342360	342653	-	294	108	87	1527	1307	211	408	461	1344	213	508	844	970	421	397	301
CAETHG_RS01590	NC_022592.1	342671	343102	-	432	110	118	1775	1503	249	410	539	1405	203	560	811	1107	460	358	302
CAETHG_RS01595	NC_022592.1	343142	345031	-	1890	254	290	4917	4412	804	1143	1519	4645	691	1659	2312	3307	1223	1033	1010
CAETHG_RS01600	NC_022592.1	345059	345832	-	774	64	75	1403	1375	223	342	479	1327	206	509	589	926	325	293	304
CAETHG_RS01605	NC_022592.1	345855	346544	-	690	53	46	1163	967	141	266	331	918	152	331	436	714	294	187	192
CAETHG_RS01610	NC_022592.1	346541	348169	-	1629	140	111	2847	2456	390	621	926	2535	394	856	1071	1836	665	501	580
CAETHG_RS01615	NC_022592.1	348150	348482	-	333	18	14	388	402	56	103	154	385	66	127	140	232	94	83	93
CAETHG_RS01620	NC_022592.1	348482	349087	-	606	45	25	823	711	129	201	258	695	146	234	291	481	177	131	144
CAETHG_RS01625	NC_022592.1	349173	352082	-	2910	537	495	11518	11396	1841	3131	4333	10872	1874	3023	4369	6227	3271	2453	2428
CAETHG_RS01630	NC_022592.1	352183	355209	-	3027	1252	1110	20585	16976	3599	5211	6401	16544	4569	4266	5794	9238	5392	4319	4547
CAETHG_RS01635	NC_022592.1	355251	357215	-	1965	453	451	7878	6387	1372	2094	2652	6420	1887	1643	2169	3657	2197	1723	1915
CAETHG_RS01640	NC_022592.1	357733	360741	-	3009	702	653	1183	728	927	1248	912	785	1071	680	878	1098	838	565	955
CAETHG_RS01645	NC_022592.1	360987	362543	+	1557	506	512	1775	1181	791	1259	1167	859	901	995	1770	1084	913	1126	1220
CAETHG_RS01650	NC_022592.1	362679	363653	-	975	6974	5878	6616	5167	5740	7680	6727	4937	6773	2815	2963	3848	5620	3502	6361
CAETHG_RS01655	NC_022592.1	363702	364085	-	384	2467	2015	2392	1647	1945	2447	2020	1509	2383	972	968	1303	1825	1106	2119
CAETHG_RS01660	NC_022592.1	364291	365013	+	723	798	709	829	510	525	633	648	439	870	704	943	822	372	405	456
CAETHG_RS01665	NC_022592.1	365085	366881	-	1797	240	207	207	1098	235	271	838	183	299	326	328	269	356	166	216
CAETHG_RS01670	NC_022592.1	366900	367361	-	462	14	13	22	277	27	46	175	25	42	41	33	29	59	18	27
CAETHG_RS01675	NC_022592.1	367490	367816	-	327	12	14	10	170	16	24	136	10	27	44	55	49	36	18	8
CAETHG_RS01680	NC_022592.1	367915	368352	-	438	1049	1358	1646	968	1612	1773	925	945	1179	3024	5768	2124	1019	1351	907
CAETHG_RS01685	NC_022592.1	368467	369102	-	636	225	240	287	200	275	280	220	197	296	282	343	255	159	185	176
CAETHG_RS01690	NC_022592.1	369562	370392	+	831	29	97	56	90	226	107	24	106	39	1925	2745	2132	174	194	35
CAETHG_RS01695	NC_022592.1	370957	372066	-	1110	59	1237	154	685	1847	791	168	944	168	18318	24514	17811	2302	2407	488
CAETHG_RS01700	NC_022592.1	372229	372579	-	351	33	694	111	330	849	477	47	374	106	5313	12097	2330	1131	1970	308
CAETHG_RS01705	NC_022592.1	373139	375187	+	2049	817	1147	3153	1841	1613	2381	1197	1493	1820	4113	4383	3071	483	380	328
CAETHG_RS01710	NC_022592.1	375365	375889	+	525	3329	3218	3048	1889	2549	3296	2806	1645	3645	1496	2438	1823	2148	2542	3306
CAETHG_RS01715	NC_022592.1	375919	376440	+	522	1143	1120	1078	602	799	887	736	649	1217	531	722	776	683	681	995
CAETHG_RS01720	NC_022592.1	376523	378238	-	1716	340	274	451	188	274	328	226	186	272	253	263	193	191	143	186
CAETHG_RS01725	NC_022592.1	378470	379189	+	720	27	24	65	15	11	22	10	20	43	28	25	18	6	3	12
CAETHG_RS01730	NC_022592.1	379186	379947	+	762	38	48	82	24	32	27	27	27	36	22	12	26	16	16	21
CAETHG_RS01735	NC_022592.1	379949	380725	+	777	60	83	158	39	77	107	23	38	132	75	70	82	40	28	38
CAETHG_RS01740	NC_022592.1	380764	381426	+	663	604	555	712	420	470	643	403	288	685	342	403	404	478	395	595
CAETHG_RS01745	NC_022592.1	381417	382796	+	1380	2082	1999	2165	1319	2016	2099	1624	1182	2536	1147	1354	1509	1847	1872	2042
CAETHG_RS01750	NC_022592.1	382814	383260	-	447	3494	3177	3661	2203	3251	3785	2562	2036	3473	2428	3720	2237	3104	4229	3892
CAETHG_RS01755	NC_022592.1	383400	385817	-	2418	404	349	300	207	333	342	319	218	289	356	455	387	312	302	459
CAETHG_RS01760	NC_022592.1	386034	387143	+	1110	251	341	150	111	185	175	115	75	247	252	377	185	140	223	159
CAETHG_RS01765	NC_022592.1	387313	388143	-	831	81	84	366	271	117	132	151	222	157	152	181	216	61	63	83
CAETHG_RS01770	NC_022592.1	388172	389379	-	1208	36	32	183	170	57	73	106	135	73	76	79	104	34	18	44
CAETHG_RS01775	NC_022592.1	389524	390732	-	1209	149	134	1404	1195	161	269	587	987	213	413	454	541	169	114	295
CAETHG_RS01780	NC_022592.1	390920	392053	-	1134	1070	379	18000	20192	793	2040	5537	15213	1334	7074	7233	9417	1220	837	1903
CAETHG_RS01785	NC_022592.1	392050	393396	-	1347	1302	519	22603	23284	1102	2409	6444	18958	1654	8228	7163	12479	1490	913	2305
CAETHG_RS01790	NC_022592.1	393369	394139	-	771	1080	414	17022	18098	947	2022	5344	14302	1474	6884	5354	9922	1210	721	1770
CAETHG_RS01795	NC_022592.1	394178	395182	-	1005	1121	532	20016	22159	1008	2280	6153	17332	1733	7978	6245	11655	1436	766	2150
CAETHG_RS01800	NC_022592.1	395175	396233	-	1059	1115	512	19354	20763	1148	2053	5655	16525	1733	7595	6383	11353	1318	854	1952
CAETHG_RS01805	NC_022592.1	396233	396439	-	207	117	54	1663	1938	112	156	515	1657	148	761	510	966	101	100	142
CAETHG_RS01810	NC_022592.1	396402	398801	-	2400	2274	1056	32364	35061	1888	3212	9860	26940	3004	12387	10781	19445	2320	1570	3833
CAETHG_RS01815	NC_022592.1	398798	399859	-	1062	819	369	11328	12880	721	1240	3608	9645	1127	4338	3593	7062	899	589	1414
CAETHG_RS01820	NC_022592.1	399860	401164	-	1305	1119	556	12904	13702	780	1440	4100	10698	1297	5125	4867	8271	1060	771	1645
CAETHG_RS01825	NC_022592.1	401161	401922	-	762	1188	597	9668	9746	789	1277	2750	7551	1304	4150	5068	6130	942	833	1468
CAETHG_RS01830	NC_022592.1	402269	403243	-	975	57	84	229	115	209	177	118	141	199	403	408	418	71	105	82
CAETHG_RS01835	NC_022592.1	403400	403954	+	555	85	86	257	147	128	148	132	182	119	185	245	237	70	62	85
CAETHG_RS01840	NC_022592.1	404096	404662	+	567	258	243	478	413	234	324	392	417	331	288	421	431	219	195	293
CAETHG_RS01845	NC_022592.1	404727	405092	-	366	188	191	412	299	246	404	435	272	237	324	654	300	349	395	528
CAETHG_RS01850	NC_022592.1	405109	405669	-	561	33	34	38	22	44	47	28	35	51	55	82	57	19	37	37
CAETHG_RS01855	NC_022592.1	406832	408253	+	1422	316	364	4998	5246	5257	6073	4649	6052	5953	1802	2609	4367	1187	1428	1290
CAETHG_RS01860	NC_022592.1	408290	409672	-	1383	3103	2779	4788	4712	1751	2564	2600	3831	1970	1645	2102	2088	7012	5527	14160
CAETHG_RS01865	NC_022592.1	410261	411238	+	978	1766	1574	3012	2329	2042	2249	2326	1734	2964	2039	2810	2663	1325	986	1643
CAETHG_RS01870	NC_022592.1	411331	412962	-	1632	784	663	1256	774	562	832	929	700	961	393	603	448	573	582	1006
CAETHG_RS01875	NC_022592.1	413109	414182	-	1074	3143	18518	34637	9103	4873	4809	11509	25158	11783	6222	7042	5634	1358	1060	1649
CAETHG_RS01880	NC_022592.1	414373	416313	-	1941	881	864	769	479	471	641	675	486	658	409	399	438	641	613	900
CAETHG_RS01885	NC_022592.1	416323	417642	-	1320	735	632	653	388	444	621	520	388	535	381	421	322	501	518	815
CAETHG_RS01890	NC_022592.1	417985	418710	+	726	981	1181	1148	624	767	1012	729	562	1037	813	1015	942	614	643	1060
CAETHG_RS01895	NC_022592.1	418703	420367	+	1665	1141	1097	1388	592	874	940	699	620	1257	988	1236	1096	774	577	994
CAETHG_RS01900	NC_022592.1	420415	421680	-	1266	2929	3192	3023	1901	1910	2252	2280	1615	3334	2213	3395	2403	1245	1116	1446
CAETHG_RS01905	NC_022592.1	421684	424823	-	3140	4730	4967	4069	2491	2709	3081	3364	2130	5062	2516	2951	3307	1752	1321	2074
CAETHG_RS01910	NC_022592.1	424857	425315	-	459	145	178	159	92	102	93	101	97	148	133	174	114	46	59	80
CAETHG_RS01915	NC_022592.1	425557	428031	-	2475	2207	2340	4914	3146	3221	3948	3460	2588	4264	2709	3203	3218	1804	2109	2376
CAETHG_RS01920	NC_022592.1	428112	430529	-	2418	3657	4294	6219	4436	5304	5512	3940	3813	5006	4974	5170	5256	3343	4426	4274
CAETHG_RS01925	NC_022592.1	430749	431564	-	816	3863	3282	3172	2066	3149	4431	3263	1990	3561	1673	2373	1517	3235	3259	2984
CAETHG_RS01930	NC_022592.1	431834	432289	+	456	37	36	41	18	37	34	38	27	51	39	49	45	24	15	33
CAETHG_RS01935	NC_022592.1	432317	432679	+	363	73	82	117	34	44	60	60	45	83	53	68	60	37	38	51
CAETHG_RS01940	NC_022592.1	432688	432849	-	162	42	20	74	18	30	29	24	17	41	20	25	18	17	12	19
CAETHG_RS01945	NC_022592.1	432987	433424	+	438	5	10	34	13	25	11	16	8	28	17	15	18	14	15	8
CAETHG_RS01950	NC_022592.1	433791	434042	+	252	26	24	84	38	43	24	33	38	55	33	46	22	16	18	42
CAETHG_RS01955	NC_022592.1	434337	435413	-	1077	2053	1958	1703	1038	1206	1155	1316	952	1783	1323	1705	1211	1131	1435	1658
CAETHG_RS01960	NC_022592.1	435446	436615	-	1170	1355	1256	1020	643	660	588	903	587	1083	584	806	637	535	575	972
CAETHG_RS01965	NC_022592.1	436787	437173	+	387	182	217	205	94	137	123	108	101	132	263	446	215	84	127	167
CAETHG_RS01970	NC_022592.1	437502	438293	+	792	598	1018	3822	2666	3523	3794	2420	2265	3725	3500	4341	3313	1735	1886	1638
CAETHG_RS01975	NC_022592.1	438345	440021	-	1677	6880	6349	21265	21565	19696	26912	18668	18055	12046	19175	22576	23796	7590	7439	6087
CAETHG_RS01980	NC_022592.1	440602	442020	-	1419	14059	21536	3127	13123	13509	22805	15140	5943	12073	7991	7166	6640	34517	34221	27234
CAETHG_RS01985	NC_022592.1	442503	443915	-	1413	313	506	222	436	619	626	309	125	346	1745	1549	1148	1224	999	418
